"","FacilityId","County","FacilityName","Variable","Year_2019","Year_2018","change"
"2016","IL2015125","Winnebago","Family Manufactured Home Community, LLC (PWS)","UnknownNotLead",0,0,0
"2017","IL0510150","Fayette","Farina (PWS)","Lead",0,0,0
"2018","IL0510150","Fayette","Farina (PWS)","Total",258,259,-1
"2019","IL0510150","Fayette","Farina (PWS)","Unknown",0,0,0
"2020","IL0510150","Fayette","Farina (PWS)","UnknownNotLead",0,0,0
"2021","IL0390150","DeWitt","Farmer City (PWS)","Lead",11,12,-1
"2022","IL0390150","DeWitt","Farmer City (PWS)","Total",990,990,0
"2023","IL0390150","DeWitt","Farmer City (PWS)","Unknown",120,120,0
"2024","IL0390150","DeWitt","Farmer City (PWS)","UnknownNotLead",0,0,0
"2025","IL1350200","Montgomery","Farmersville (PWS)","Lead",0,0,0
"2026","IL1350200","Montgomery","Farmersville (PWS)","Total",367,367,0
"2027","IL1350200","Montgomery","Farmersville (PWS)","Unknown",0,0,0
"2028","IL1350200","Montgomery","Farmersville (PWS)","UnknownNotLead",44,46,-2
"2029","IL1435170","Peoria","Fawn Hills Subdivision (PWS)","Lead",0,0,0
"2030","IL1435170","Peoria","Fawn Hills Subdivision (PWS)","Total",68,68,0
"2031","IL1435170","Peoria","Fawn Hills Subdivision (PWS)","Unknown",0,0,0
"2032","IL1435170","Peoria","Fawn Hills Subdivision (PWS)","UnknownNotLead",0,0,0
"2033","IL0510010","Fayette","Fayette Water Company (PWS)","Lead",0,0,0
"2034","IL0510010","Fayette","Fayette Water Company (PWS)","Total",2118,2082,36
"2035","IL0510010","Fayette","Fayette Water Company (PWS)","Unknown",0,0,0
"2036","IL0510010","Fayette","Fayette Water Company (PWS)","UnknownNotLead",1279,1264,15
"2037","IL1630550","St. Clair","Fayetteville (PWS)","Lead",0,0,0
"2038","IL1630550","St. Clair","Fayetteville (PWS)","Total",141,139,2
"2039","IL1630550","St. Clair","Fayetteville (PWS)","Unknown",0,1,-1
"2040","IL1630550","St. Clair","Fayetteville (PWS)","UnknownNotLead",1,0,1
"2041","IL1995050","Williamson","Ferges Water District (PWS)","Lead",0,0,0
"2042","IL1995050","Williamson","Ferges Water District (PWS)","Total",461,457,4
"2043","IL1995050","Williamson","Ferges Water District (PWS)","Unknown",0,197,-197
"2044","IL1995050","Williamson","Ferges Water District (PWS)","UnknownNotLead",196,0,196
"2045","IL0830150","Jersey","Fieldon (PWS)","Lead",0,0,0
"2046","IL0830150","Jersey","Fieldon (PWS)","Total",140,140,0
"2047","IL0830150","Jersey","Fieldon (PWS)","Unknown",0,0,0
"2048","IL0830150","Jersey","Fieldon (PWS)","UnknownNotLead",0,0,0
"2049","IL0995150","LaSalle","Fields Hill Improvement Association (PWS)","Lead",0,0,0
"2050","IL0995150","LaSalle","Fields Hill Improvement Association (PWS)","Total",104,104,0
"2051","IL0995150","LaSalle","Fields Hill Improvement Association (PWS)","Unknown",0,0,0
"2052","IL0995150","LaSalle","Fields Hill Improvement Association (PWS)","UnknownNotLead",0,0,0
"2053","IL0971050","Lake","Fields Of Long Grove (PWS)","Lead",0,0,0
"2054","IL0971050","Lake","Fields Of Long Grove (PWS)","Total",88,88,0
"2055","IL0971050","Lake","Fields Of Long Grove (PWS)","Unknown",0,0,0
"2056","IL0971050","Lake","Fields Of Long Grove (PWS)","UnknownNotLead",0,0,0
"2057","IL1350250","Montgomery","Fillmore (PWS)","Lead",0,0,0
"2058","IL1350250","Montgomery","Fillmore (PWS)","Total",192,192,0
"2059","IL1350250","Montgomery","Fillmore (PWS)","Unknown",192,192,0
"2060","IL1350250","Montgomery","Fillmore (PWS)","UnknownNotLead",0,0,0
"2061","IL1730100","Shelby","Findlay (PWS)","Lead",0,0,0
"2062","IL1730100","Shelby","Findlay (PWS)","Total",375,375,0
"2063","IL1730100","Shelby","Findlay (PWS)","Unknown",0,0,0
"2064","IL1730100","Shelby","Findlay (PWS)","UnknownNotLead",0,0,0
"2065","IL1830300","Vermilion","Fithian (PWS)","Lead",0,0,0
"2066","IL1830300","Vermilion","Fithian (PWS)","Total",220,220,0
"2067","IL1830300","Vermilion","Fithian (PWS)","Unknown",0,0,0
"2068","IL1830300","Vermilion","Fithian (PWS)","UnknownNotLead",0,0,0
"2069","IL1050400","Livingston","Flanagan (PWS)","Lead",0,15,-15
"2070","IL1050400","Livingston","Flanagan (PWS)","Total",520,520,0
"2071","IL1050400","Livingston","Flanagan (PWS)","Unknown",80,80,0
"2072","IL1050400","Livingston","Flanagan (PWS)","UnknownNotLead",0,0,0
"2073","IL0330050","Crawford","Flat Rock (PWS)","Lead",0,0,0
"2074","IL0330050","Crawford","Flat Rock (PWS)","Total",186,185,1
"2075","IL0330050","Crawford","Flat Rock (PWS)","Unknown",0,0,0
"2076","IL0330050","Crawford","Flat Rock (PWS)","UnknownNotLead",0,0,0
"2077","IL0250100","Clay","Flora (PWS)","Lead",0,0,0
"2078","IL0250100","Clay","Flora (PWS)","Total",2752,2752,0
"2079","IL0250100","Clay","Flora (PWS)","Unknown",736,736,0
"2080","IL0250100","Clay","Flora (PWS)","UnknownNotLead",0,0,0
"2081","IL0310870","Cook","Flossmoor (PWS)","Lead",291,119,172
"2082","IL0310870","Cook","Flossmoor (PWS)","Total",3741,3746,-5
"2083","IL0310870","Cook","Flossmoor (PWS)","Unknown",3168,3340,-172
"2084","IL0310870","Cook","Flossmoor (PWS)","UnknownNotLead",0,0,0
"2085","IL1210020","Marion","FMC Water Company (PWS)","Lead",0,0,0
"2086","IL1210020","Marion","FMC Water Company (PWS)","Total",1053,1051,2
"2087","IL1210020","Marion","FMC Water Company (PWS)","Unknown",555,584,-29
"2088","IL1210020","Marion","FMC Water Company (PWS)","UnknownNotLead",0,0,0
"2089","IL1250010","Mason","Forest City (PWS)","Lead",0,0,0
"2090","IL1250010","Mason","Forest City (PWS)","Total",105,105,0
"2091","IL1250010","Mason","Forest City (PWS)","Unknown",0,0,0
"2092","IL1250010","Mason","Forest City (PWS)","UnknownNotLead",0,0,0
"2093","IL0310900","Cook","Forest Park (PWS)","Lead",1867,2755,-888
"2094","IL0310900","Cook","Forest Park (PWS)","Total",3432,3427,5
"2095","IL0310900","Cook","Forest Park (PWS)","Unknown",0,0,0
"2096","IL0310900","Cook","Forest Park (PWS)","UnknownNotLead",0,0,0
"2097","IL0310930","Cook","Forest View (PWS)","Lead",164,166,-2
"2098","IL0310930","Cook","Forest View (PWS)","Total",298,298,0
"2099","IL0310930","Cook","Forest View (PWS)","Unknown",40,41,-1
"2100","IL0310930","Cook","Forest View (PWS)","UnknownNotLead",0,0,0
"2101","IL2010030","Winnebago","Forest View MHP (PWS)","Lead",0,0,0
"2102","IL2010030","Winnebago","Forest View MHP (PWS)","Total",331,331,0
"2103","IL2010030","Winnebago","Forest View MHP (PWS)","Unknown",0,0,0
"2104","IL2010030","Winnebago","Forest View MHP (PWS)","UnknownNotLead",0,0,0
"2105","IL1050450","Livingston","Forrest (PWS)","Lead",0,0,0
"2106","IL1050450","Livingston","Forrest (PWS)","Total",492,492,0
"2107","IL1050450","Livingston","Forrest (PWS)","Unknown",0,0,0
"2108","IL1050450","Livingston","Forrest (PWS)","UnknownNotLead",0,0,0
"2109","IL1410200","Ogle","Forreston (PWS)","Lead",249,252,-3
"2110","IL1410200","Ogle","Forreston (PWS)","Total",667,754,-87
"2111","IL1410200","Ogle","Forreston (PWS)","Unknown",243,0,243
"2112","IL1410200","Ogle","Forreston (PWS)","UnknownNotLead",0,0,0
"2113","IL1150200","Macon","Forsyth (PWS)","Lead",0,0,0
"2114","IL1150200","Macon","Forsyth (PWS)","Total",1586,1309,277
"2115","IL1150200","Macon","Forsyth (PWS)","Unknown",0,0,0
"2116","IL1150200","Macon","Forsyth (PWS)","UnknownNotLead",0,0,0
"2117","IL1275050","Massac","Fort Massac PWD (PWS)","Lead",2,2,0
"2118","IL1275050","Massac","Fort Massac PWD (PWS)","Total",2419,2386,33
"2119","IL1275050","Massac","Fort Massac PWD (PWS)","Unknown",0,0,0
"2120","IL1275050","Massac","Fort Massac PWD (PWS)","UnknownNotLead",0,0,0
"2121","IL1195220","Madison","Fosterburg PWD (PWS)","Lead",0,0,0
"2122","IL1195220","Madison","Fosterburg PWD (PWS)","Total",3048,3021,27
"2123","IL1195220","Madison","Fosterburg PWD (PWS)","Unknown",0,0,0
"2124","IL1195220","Madison","Fosterburg PWD (PWS)","UnknownNotLead",0,0,0
"2125","IL0195945","Champaign","Fountain Valley MHP (PWS)","Lead",0,0,0
"2126","IL0195945","Champaign","Fountain Valley MHP (PWS)","Total",188,186,2
"2127","IL0195945","Champaign","Fountain Valley MHP (PWS)","Unknown",0,0,0
"2128","IL0195945","Champaign","Fountain Valley MHP (PWS)","UnknownNotLead",0,0,0
"2129","IL1330020","Monroe","Fountain Water District (PWS)","Lead",0,0,0
"2130","IL1330020","Monroe","Fountain Water District (PWS)","Total",1631,1593,38
"2131","IL1330020","Monroe","Fountain Water District (PWS)","Unknown",0,0,0
"2132","IL1330020","Monroe","Fountain Water District (PWS)","UnknownNotLead",0,0,0
"2133","IL1430060","Peoria","Four Seasons MHP (PWS)","Lead",0,0,0
"2134","IL1430060","Peoria","Four Seasons MHP (PWS)","Total",108,108,0
"2135","IL1430060","Peoria","Four Seasons MHP (PWS)","Unknown",0,0,0
"2136","IL1430060","Peoria","Four Seasons MHP (PWS)","UnknownNotLead",0,0,0
"2137","IL0990060","LaSalle","Four Star Campground (PWS)","Lead",0,0,0
"2138","IL0990060","LaSalle","Four Star Campground (PWS)","Total",378,100,278
"2139","IL0990060","LaSalle","Four Star Campground (PWS)","Unknown",378,100,278
"2140","IL0990060","LaSalle","Four Star Campground (PWS)","UnknownNotLead",0,0,0
"2141","IL1435750","Peoria","Fox Creek Farms Water Company (PWS)","Lead",0,0,0
"2142","IL1435750","Peoria","Fox Creek Farms Water Company (PWS)","Total",81,81,0
"2143","IL1435750","Peoria","Fox Creek Farms Water Company (PWS)","Unknown",27,28,-1
"2144","IL1435750","Peoria","Fox Creek Farms Water Company (PWS)","UnknownNotLead",0,0,0
"2145","IL0970200","Lake","Fox Lake (PWS)","Lead",0,2,-2
"2146","IL0970200","Lake","Fox Lake (PWS)","Total",2155,2585,-430
"2147","IL0970200","Lake","Fox Lake (PWS)","Unknown",1113,1676,-563
"2148","IL0970200","Lake","Fox Lake (PWS)","UnknownNotLead",0,0,0
"2149","IL0975780","Lake","Fox Lake Plant 2 (PWS)","Lead",0,0,0
"2150","IL0975780","Lake","Fox Lake Plant 2 (PWS)","Total",1077,1615,-538
"2151","IL0975780","Lake","Fox Lake Plant 2 (PWS)","Unknown",0,0,0
"2152","IL0975780","Lake","Fox Lake Plant 2 (PWS)","UnknownNotLead",0,0,0
"2153","IL0935150","Kendall","Fox Lawn Homeowners Water Association (PWS)","Lead",0,0,0
"2154","IL0935150","Kendall","Fox Lawn Homeowners Water Association (PWS)","Total",68,68,0
"2155","IL0935150","Kendall","Fox Lawn Homeowners Water Association (PWS)","Unknown",68,68,0
"2156","IL0935150","Kendall","Fox Lawn Homeowners Water Association (PWS)","UnknownNotLead",0,0,0
"2157","IL1110200","McHenry","Fox River Grove (PWS)","Lead",494,0,494
"2158","IL1110200","McHenry","Fox River Grove (PWS)","Total",1540,1724,-184
"2159","IL1110200","McHenry","Fox River Grove (PWS)","Unknown",0,0,0
"2160","IL1110200","McHenry","Fox River Grove (PWS)","UnknownNotLead",0,0,0
"2161","IL0310110","Cook","Franciscan Sisters Of Chicago (PWS)","Lead",0,0,0
"2162","IL0310110","Cook","Franciscan Sisters Of Chicago (PWS)","Total",68,68,0
"2163","IL0310110","Cook","Franciscan Sisters Of Chicago (PWS)","Unknown",0,0,0
"2164","IL0310110","Cook","Franciscan Sisters Of Chicago (PWS)","UnknownNotLead",0,0,0
"2165","IL1970400","Will","Frankfort (PWS)","Lead",150,0,150
"2166","IL1970400","Will","Frankfort (PWS)","Total",11182,11086,96
"2167","IL1970400","Will","Frankfort (PWS)","Unknown",500,11086,-10586
"2168","IL1970400","Will","Frankfort (PWS)","UnknownNotLead",0,0,0
"2169","IL1370150","Morgan","Franklin (PWS)","Lead",0,0,0
"2170","IL1370150","Morgan","Franklin (PWS)","Total",380,373,7
"2171","IL1370150","Morgan","Franklin (PWS)","Unknown",0,0,0
"2172","IL1370150","Morgan","Franklin (PWS)","UnknownNotLead",53,49,4
"2173","IL1030250","Lee","Franklin Grove (PWS)","Lead",0,0,0
"2174","IL1030250","Lee","Franklin Grove (PWS)","Total",371,371,0
"2175","IL1030250","Lee","Franklin Grove (PWS)","Unknown",120,120,0
"2176","IL1030250","Lee","Franklin Grove (PWS)","UnknownNotLead",0,0,0
"2177","IL0310960","Cook","Franklin Park (PWS)","Lead",3071,3235,-164
"2178","IL0310960","Cook","Franklin Park (PWS)","Total",5926,5898,28
"2179","IL0310960","Cook","Franklin Park (PWS)","Unknown",0,0,0
"2180","IL0310960","Cook","Franklin Park (PWS)","UnknownNotLead",0,0,0
"2181","IL1630600","St. Clair","Freeburg (PWS)","Lead",0,0,0
"2182","IL1630600","St. Clair","Freeburg (PWS)","Total",2080,2071,9
"2183","IL1630600","St. Clair","Freeburg (PWS)","Unknown",986,986,0
"2184","IL1630600","St. Clair","Freeburg (PWS)","UnknownNotLead",0,0,0
"2185","IL1994420","Williamson","Freeman Spur (PWS)","Lead",0,0,0
"2186","IL1994420","Williamson","Freeman Spur (PWS)","Total",171,131,40
"2187","IL1994420","Williamson","Freeman Spur (PWS)","Unknown",71,35,36
"2188","IL1994420","Williamson","Freeman Spur (PWS)","UnknownNotLead",0,0,0
"2189","IL1770200","Stephenson","Freeport (PWS)","Lead",2846,2934,-88
"2190","IL1770200","Stephenson","Freeport (PWS)","Total",13331,13382,-51
"2191","IL1770200","Stephenson","Freeport (PWS)","Unknown",661,676,-15
"2192","IL1770200","Stephenson","Freeport (PWS)","UnknownNotLead",2,2,0
"2193","IL0850010","Jo Daviess","Frentress Lake (PWS)","Lead",0,0,0
"2194","IL0850010","Jo Daviess","Frentress Lake (PWS)","Total",96,96,0
"2195","IL0850010","Jo Daviess","Frentress Lake (PWS)","Unknown",0,0,0
"2196","IL0850010","Jo Daviess","Frentress Lake (PWS)","UnknownNotLead",0,0,0
"2197","IL0895030","Kane","FRWRD-Skyline Plant (PWS)","Lead",0,0,0
"2198","IL0895030","Kane","FRWRD-Skyline Plant (PWS)","Total",374,374,0
"2199","IL0895030","Kane","FRWRD-Skyline Plant (PWS)","Unknown",351,0,351
"2200","IL0895030","Kane","FRWRD-Skyline Plant (PWS)","UnknownNotLead",0,0,0
"2201","IL1635300","St. Clair","FSH Water Commission (PWS)","Lead",0,0,0
"2202","IL1635300","St. Clair","FSH Water Commission (PWS)","Total",118,118,0
"2203","IL1635300","St. Clair","FSH Water Commission (PWS)","Unknown",0,0,0
"2204","IL1635300","St. Clair","FSH Water Commission (PWS)","UnknownNotLead",0,0,0
"2205","IL1950250","Whiteside","Fulton (PWS)","Lead",5,5,0
"2206","IL1950250","Whiteside","Fulton (PWS)","Total",1700,1700,0
"2207","IL1950250","Whiteside","Fulton (PWS)","Unknown",0,0,0
"2208","IL1950250","Whiteside","Fulton (PWS)","UnknownNotLead",0,0,0
"2209","IL1315050","Mercer","Fyre Lake Water Company (PWS)","Lead",0,0,0
"2210","IL1315050","Mercer","Fyre Lake Water Company (PWS)","Total",303,298,5
"2211","IL1315050","Mercer","Fyre Lake Water Company (PWS)","Unknown",0,0,0
"2212","IL1315050","Mercer","Fyre Lake Water Company (PWS)","UnknownNotLead",0,0,0
"2213","IL1650150","Saline","Galatia (PWS)","Lead",0,0,0
"2214","IL1650150","Saline","Galatia (PWS)","Total",454,454,0
"2215","IL1650150","Saline","Galatia (PWS)","Unknown",454,0,454
"2216","IL1650150","Saline","Galatia (PWS)","UnknownNotLead",0,0,0
"2217","IL0850200","Jo Daviess","Galena (PWS)","Lead",1,1,0
"2218","IL0850200","Jo Daviess","Galena (PWS)","Total",2038,2025,13
"2219","IL0850200","Jo Daviess","Galena (PWS)","Unknown",1113,1113,0
"2220","IL0850200","Jo Daviess","Galena (PWS)","UnknownNotLead",0,0,0
"2221","IL0950200","Knox","Galesburg (PWS)","Lead",1504,1871,-367
"2222","IL0950200","Knox","Galesburg (PWS)","Total",12260,12243,17
"2223","IL0950200","Knox","Galesburg (PWS)","Unknown",306,399,-93
"2224","IL0950200","Knox","Galesburg (PWS)","UnknownNotLead",0,0,0
"2225","IL0595100","Gallatin","Gallatin-White Water District (PWS)","Lead",0,0,0
"2226","IL0595100","Gallatin","Gallatin-White Water District (PWS)","Total",544,543,1
"2227","IL0595100","Gallatin","Gallatin-White Water District (PWS)","Unknown",40,40,0
"2228","IL0595100","Gallatin","Gallatin-White Water District (PWS)","UnknownNotLead",0,0,0
"2229","IL0730450","Henry","Galva (PWS)","Lead",100,99,1
"2230","IL0730450","Henry","Galva (PWS)","Total",1429,1292,137
"2231","IL0730450","Henry","Galva (PWS)","Unknown",564,427,137
"2232","IL0730450","Henry","Galva (PWS)","UnknownNotLead",0,0,0
"2233","IL0315620","Cook","Garden Home Sanitary District (PWS)","Lead",0,0,0
"2234","IL0315620","Cook","Garden Home Sanitary District (PWS)","Total",372,372,0
"2235","IL0315620","Cook","Garden Home Sanitary District (PWS)","Unknown",6,0,6
"2236","IL0315620","Cook","Garden Home Sanitary District (PWS)","UnknownNotLead",0,11,-11
"2237","IL1975376","Will","Garden Street Improvement Association (PWS)","Lead",0,0,0
"2238","IL1975376","Will","Garden Street Improvement Association (PWS)","Total",18,18,0
"2239","IL1975376","Will","Garden Street Improvement Association (PWS)","Unknown",18,18,0
"2240","IL1975376","Will","Garden Street Improvement Association (PWS)","UnknownNotLead",0,0,0
"2241","IL0630400","Grundy","Gardner (PWS)","Lead",0,0,0
"2242","IL0630400","Grundy","Gardner (PWS)","Total",590,589,1
"2243","IL0630400","Grundy","Gardner (PWS)","Unknown",0,0,0
"2244","IL0630400","Grundy","Gardner (PWS)","UnknownNotLead",0,0,0
"2245","IL0410010","Douglas","Garrett (PWS)","Lead",0,0,0
"2246","IL0410010","Douglas","Garrett (PWS)","Total",52,65,-13
"2247","IL0410010","Douglas","Garrett (PWS)","Unknown",0,0,0
"2248","IL0410010","Douglas","Garrett (PWS)","UnknownNotLead",0,0,0
"2249","IL1670220","Sangamon","Gaslite Court MHC (PWS)","Lead",0,0,0
"2250","IL1670220","Sangamon","Gaslite Court MHC (PWS)","Total",57,57,0
"2251","IL1670220","Sangamon","Gaslite Court MHC (PWS)","Unknown",57,57,0
"2252","IL1670220","Sangamon","Gaslite Court MHC (PWS)","UnknownNotLead",0,0,0
"2253","IL1970020","Will","Gateway MHP (PWS)","Lead",0,0,0
"2254","IL1970020","Will","Gateway MHP (PWS)","Total",442,442,0
"2255","IL1970020","Will","Gateway MHP (PWS)","Unknown",0,0,0
"2256","IL1970020","Will","Gateway MHP (PWS)","UnknownNotLead",0,0,0
"2257","IL0270040","Clinton","Gateway Regional Water Company (PWS)","Lead",0,0,0
"2258","IL0270040","Clinton","Gateway Regional Water Company (PWS)","Total",14,14,0
"2259","IL0270040","Clinton","Gateway Regional Water Company (PWS)","Unknown",0,0,0
"2260","IL0270040","Clinton","Gateway Regional Water Company (PWS)","UnknownNotLead",0,0,0
"2261","IL0730500","Henry","Geneseo (PWS)","Lead",0,0,0
"2262","IL0730500","Henry","Geneseo (PWS)","Total",3854,3851,3
"2263","IL0730500","Henry","Geneseo (PWS)","Unknown",2627,2633,-6
"2264","IL0730500","Henry","Geneseo (PWS)","UnknownNotLead",0,0,0
"2265","IL0735600","Henry","Geneseo Hills Subdivision (PWS)","Lead",0,0,0
"2266","IL0735600","Henry","Geneseo Hills Subdivision (PWS)","Total",150,150,0
"2267","IL0735600","Henry","Geneseo Hills Subdivision (PWS)","Unknown",0,0,0
"2268","IL0735600","Henry","Geneseo Hills Subdivision (PWS)","UnknownNotLead",0,0,0
"2269","IL0890350","Kane","Geneva (PWS)","Lead",286,196,90
"2270","IL0890350","Kane","Geneva (PWS)","Total",8337,8314,23
"2271","IL0890350","Kane","Geneva (PWS)","Unknown",1784,2020,-236
"2272","IL0890350","Kane","Geneva (PWS)","UnknownNotLead",0,0,0
"2273","IL0370150","DeKalb","Genoa (PWS)","Lead",40,33,7
"2274","IL0370150","DeKalb","Genoa (PWS)","Total",1970,1963,7
"2275","IL0370150","DeKalb","Genoa (PWS)","Unknown",921,713,208
"2276","IL0370150","DeKalb","Genoa (PWS)","UnknownNotLead",0,0,0
"2277","IL1830350","Vermilion","Georgetown (PWS)","Lead",0,0,0
"2278","IL1830350","Vermilion","Georgetown (PWS)","Total",1602,1616,-14
"2279","IL1830350","Vermilion","Georgetown (PWS)","Unknown",0,0,0
"2280","IL1830350","Vermilion","Georgetown (PWS)","UnknownNotLead",0,0,0
"2281","IL1770250","Stephenson","German Valley (PWS)","Lead",0,0,0
"2282","IL1770250","Stephenson","German Valley (PWS)","Total",191,191,0
"2283","IL1770250","Stephenson","German Valley (PWS)","Unknown",0,0,0
"2284","IL1770250","Stephenson","German Valley (PWS)","UnknownNotLead",0,0,0
"2285","IL0270350","Clinton","Germantown (PWS)","Lead",0,0,0
"2286","IL0270350","Clinton","Germantown (PWS)","Total",631,625,6
"2287","IL0270350","Clinton","Germantown (PWS)","Unknown",0,0,0
"2288","IL0270350","Clinton","Germantown (PWS)","UnknownNotLead",0,0,0
"2289","IL0530100","Ford","Gibson City (PWS)","Lead",0,0,0
"2290","IL0530100","Ford","Gibson City (PWS)","Total",1680,1605,75
"2291","IL0530100","Ford","Gibson City (PWS)","Unknown",0,799,-799
"2292","IL0530100","Ford","Gibson City (PWS)","UnknownNotLead",678,0,678
"2293","IL0190250","Champaign","Gifford (PWS)","Lead",0,0,0
"2294","IL0190250","Champaign","Gifford (PWS)","Total",381,381,0
"2295","IL0190250","Champaign","Gifford (PWS)","Unknown",0,127,-127
"2296","IL0190250","Champaign","Gifford (PWS)","UnknownNotLead",122,0,122
"2297","IL0890400","Kane","Gilberts (PWS)","Lead",0,0,0
"2298","IL0890400","Kane","Gilberts (PWS)","Total",2028,2028,0
